,uniqueID,Higher.Taxa,Taxa,Detailed.Taxa,Genus,Species,Functional.Group,Functional.simplified,PI,Seeded (yes/no),exclosure (field/exclosure/addition),notes
1775PlantPlantsBalanitesaegyptiaca,1775,Plant,Plants,,Balanites,aegyptiaca,Producer,Producer,BA,no,exclosure,
1775PlantPlantsBosciasenegalensis,1775,Plant,Plants,,Boscia,senegalensis,Producer,Producer,BA,no,exclosure,
1775PlantPlantsCalotropisprocera,1775,Plant,Plants,,Calotropis,procera,Producer,Producer,BA,no,exclosure,
1775PlantPlantsCombretumaculeatum,1775,Plant,Plants,,Combretum,aculeatum,Producer,Producer,BA,no,exclosure,
1775PlantPlantsCombretumglutinosum,1775,Plant,Plants,,Combretum,glutinosum,Producer,Producer,BA,no,exclosure,
1775PlantPlantsCommiphoraafrica,1775,Plant,Plants,,Commiphora,africa,Producer,Producer,BA,no,exclosure,
1775PlantPlantsFeretiaapodanthera,1775,Plant,Plants,,Feretia,apodanthera,Producer,Producer,BA,no,exclosure,
1775PlantPlantsGrewiatex,1775,Plant,Plants,,Grewia,tex,Producer,Producer,BA,no,exclosure,
1775PlantPlantspreferred speciesspecies,1775,Plant,Plants,,preferred species,species,Producer,Producer,BA,no,exclosure,
1775PlantPlantsSclerocaryabirrea,1775,Plant,Plants,,Sclerocarya,birrea,Producer,Producer,BA,no,exclosure,
1775PlantPlantsZiziphusmauritia,1775,Plant,Plants,,Ziziphus,mauritia,Producer,Producer,BA,no,exclosure,
1777PlantPlants,1777,Plant,Plants,,,,Producer,Producer,BA,no,exclosure,
1859PlantPlants,1859,Plant,Plants,,,,Producer,Producer,BA,no,field,
1893PlantPlants,1893,Plant,Plants,,,,Producer,Producer,BA,no,field,
1895PlantPlants,1895,Plant,Plants,,,,Producer,Producer,BA,no,field,
1901PlantPlants,1901,Plant,Plants,,,,Producer,Producer,BA,no,field,
1914PlantPlants,1914,Plant,Plants,,,,Producer,Producer,BA,no,field,semi-natural
1926PlantPlants,1926,Plant,Plants,,,,Producer,Producer,BA,no,field,semi-natural
1956PlantPlants,1956,Plant,Plants,,,,Producer,Producer,BA,no,field,semi-natural
1975PlantPlants,1975,Plant,Plants,,,,Producer,Producer,BA,no,field,semi-natural
2002PlantPlants,2002,Plant,Plants,,,,Producer,Producer,BA,no,exclosure,
2002PlantPlantsPaspalumquadrifarium,2002,Plant,Plants,,Paspalum,quadrifarium,Producer,Producer,BA,no,exclosure,
2004PlantPlants,2004,Plant,Plants,,,,Producer,Producer,BA,no,field,
2060PlantPlants,2060,Plant,Plants,,,,Producer,Producer,BA,no,field,semi-natural
2073PlantPlants,2073,Plant,Plants,,,,Producer,Producer,BA,no,field,semi-natural
2076PlantPlants,2076,Plant,Plants,,,,Producer,Producer,BA,no,field,
2076PlantPlantsAdenophorastenthi,2076,Plant,Plants,,Adenophora,stenthi,Producer,Producer,BA,no,field,
2076PlantPlantsAlliumanisopodium,2076,Plant,Plants,,Allium,anisopodium,Producer,Producer,BA,no,field,
2076PlantPlantsAlliumodorum,2076,Plant,Plants,,Allium,odorum,Producer,Producer,BA,no,field,
2076PlantPlantsAlliumsenescens,2076,Plant,Plants,,Allium,senescens,Producer,Producer,BA,no,field,
2076PlantPlantsAmaranthaceaesp.,2076,Plant,Plants,,Amaranthaceae,sp.,Producer,Producer,BA,no,field,
2076PlantPlantsAsparagusdahuricus,2076,Plant,Plants,,Asparagus,dahuricus,Producer,Producer,BA,no,field,
2076PlantPlantsAstragalussp.,2076,Plant,Plants,,Astragalus,sp.,Producer,Producer,BA,no,field,
2076PlantPlantsBupleurumbicaule,2076,Plant,Plants,,Bupleurum,bicaule,Producer,Producer,BA,no,field,
2076PlantPlantsCaragaleucophylla,2076,Plant,Plants,,Caraga,leucophylla,Producer,Producer,BA,no,field,
2076PlantPlantsCaragamicrophylla,2076,Plant,Plants,,Caraga,microphylla,Producer,Producer,BA,no,field,
2076PlantPlantsClematishexapetala,2076,Plant,Plants,,Clematis,hexapetala,Producer,Producer,BA,no,field,
2076PlantPlantsConvolvulusammanii,2076,Plant,Plants,,Convolvulus,ammanii,Producer,Producer,BA,no,field,
2076PlantPlantsCymbariadahurica,2076,Plant,Plants,,Cymbaria,dahurica,Producer,Producer,BA,no,field,
2076PlantPlantsEphedramonosperma,2076,Plant,Plants,,Ephedra,monosperma,Producer,Producer,BA,no,field,
2076PlantPlantsEuphorbiadiscolor,2076,Plant,Plants,,Euphorbia,discolor,Producer,Producer,BA,no,field,
2076PlantPlantsFilifoliumsibiricum,2076,Plant,Plants,,Filifolium,sibiricum,Producer,Producer,BA,no,field,
2076PlantPlantsGaliumverum,2076,Plant,Plants,,Galium,verum,Producer,Producer,BA,no,field,
2076PlantPlantsGeraniumpseudosibiricum,2076,Plant,Plants,,Geranium,pseudosibiricum,Producer,Producer,BA,no,field,
2076PlantPlantsGypsophyllasp.,2076,Plant,Plants,,Gypsophylla,sp.,Producer,Producer,BA,no,field,
2076PlantPlantsHaplophyllumsp.,2076,Plant,Plants,,Haplophyllum,sp.,Producer,Producer,BA,no,field,
2076PlantPlantsHeteropappushispidus,2076,Plant,Plants,,Heteropappus,hispidus,Producer,Producer,BA,no,field,
2076PlantPlantsIxerissp.,2076,Plant,Plants,,Ixeris,sp.,Producer,Producer,BA,no,field,
2076PlantPlantsLeontopodiumochroleucum,2076,Plant,Plants,,Leontopodium,ochroleucum,Producer,Producer,BA,no,field,
2076PlantPlantsLithospermumsp.,2076,Plant,Plants,,Lithospermum,sp.,Producer,Producer,BA,no,field,
2076PlantPlantsMedicagosp.,2076,Plant,Plants,,Medicago,sp.,Producer,Producer,BA,no,field,
2076PlantPlantsMyosotiscaespitosa,2076,Plant,Plants,,Myosotis,caespitosa,Producer,Producer,BA,no,field,
2076PlantPlantsOxytropissp.,2076,Plant,Plants,,Oxytropis,sp.,Producer,Producer,BA,no,field,
2076PlantPlantsPolygonumdivaricatum,2076,Plant,Plants,,Polygonum,divaricatum,Producer,Producer,BA,no,field,
2076PlantPlantsPotentillabifurca,2076,Plant,Plants,,Potentilla,bifurca,Producer,Producer,BA,no,field,
2076PlantPlantsPotentillatacetifolia,2076,Plant,Plants,,Potentilla,tacetifolia,Producer,Producer,BA,no,field,
2076PlantPlantsPtilotrichumtenuifolium,2076,Plant,Plants,,Ptilotrichum,tenuifolium,Producer,Producer,BA,no,field,
2076PlantPlantsSaussureasalicifolia,2076,Plant,Plants,,Saussurea,salicifolia,Producer,Producer,BA,no,field,
2076PlantPlantsScabiosacomosa,2076,Plant,Plants,,Scabiosa,comosa,Producer,Producer,BA,no,field,
2076PlantPlantsSchizonepetamultifida,2076,Plant,Plants,,Schizonepeta,multifida,Producer,Producer,BA,no,field,
2076PlantPlantsSedumpurpureum,2076,Plant,Plants,,Sedum,purpureum,Producer,Producer,BA,no,field,
2076PlantPlantsSerratulacentauroides,2076,Plant,Plants,,Serratula,centauroides,Producer,Producer,BA,no,field,
2076PlantPlantsStellariachamaejasme,2076,Plant,Plants,,Stellaria,chamaejasme,Producer,Producer,BA,no,field,
2076PlantPlantsThymusgobicus,2076,Plant,Plants,,Thymus,gobicus,Producer,Producer,BA,no,field,
2076PlantPlantsViciasp.,2076,Plant,Plants,,Vicia,sp.,Producer,Producer,BA,no,field,
2076PlantPlantsYoungiasp.,2076,Plant,Plants,,Youngia,sp.,Producer,Producer,BA,no,field,
2117PlantPlants,2117,Plant,Plants,,,,Producer,Producer,BA,no,field,
2118PlantPlants,2118,Plant,Plants,,,,Producer,Producer,BA,no,field,semi-natural
2433PlantPlants,2433,Plant,Plants,,,,Producer,Producer,JG,no,field,
2595PlantPlants,2595,Plant,Plants,,,,Producer,Producer,IH,no,field,
2715PlantPlantsGutierreziasarothrae,2715,Plant,Plants,,Gutierrezia,sarothrae,Producer,Producer,IH,no,field,
2810PlantPlants,2810,Plant,Plants,,,,Producer,Producer,IH,no,field,
1774InvertebrateArthropodaCurculionidaeRhyncolusater,1774,Invertebrate,Arthropoda,Curculionidae,Rhyncolus,ater,Saproxylic,Detrivorous,BA,no,exclosure,
1774InvertebrateArthropodaRhizophagidaeRhizophagusdispar,1774,Invertebrate,Arthropoda,Rhizophagidae,Rhizophagus,dispar,Undefined,Other,BA,no,exclosure,
1774InvertebrateArthropodaRhizophagidaeRhizophagusferrugineus,1774,Invertebrate,Arthropoda,Rhizophagidae,Rhizophagus,ferrugineus,Undefined,Other,BA,no,exclosure,
